Index	Rewards	 Distance
3628      -1        1
3629      -1        3
3630      -1        3
3631      -1        5
3632      -1        4
3633      -1        4
3634      -1        2
3635      -1        2
3636      -1        2
3637      -1        2
3638      -1        2
3639      -1        2
3640      -1        4
3641      -1        2
3642      -1        2
3643      14        2
3644      -1        2
3645      -1        2
3646      -1        4
3647      -1        4
3648      -1        4
3649      -2        2
3650      -1        2
3651      -1        2
3652      -1        2
3653      -2        2
3654      -1        2
3655      -1        2
3656      -1        2
3657      -1        2
3658      -1        2
3659      -1        2
3660      -1        4
3661      -1        4
3662      -2        4
3663      14        2
3664      -1        2
3665      -1        2
3666      -2        2
3667      -1        2
3668      -1        4
3669      -1        4
3670      -1        6
3671      -1        4
3672      -1        2
3673      -1        2
3674      -1        4
3675      -1        2
3676      -1        2
3677      -1        2
3678      -1        2
3679      -1        2
3680      -1        2
3681      -1        2
3682      14        2
3683      -1        2
3684      -1        4
3685      14        2
3686      -1        2
3687      -1        4
3688      -1        4
3689      -1        4
3690      -1        2
3691      -1        4
3692      -1        4
3693      -2        4
3694      -1        2
3695      -1        4
3696      -1        2
3697      14        2
3698      -1        2
3699      -1        2
3700      -2        2
3701      -1        4
3702      -1        5
3703      14        3
3704      -1        5
3705      -1        5
3706      -1        5
3707      -1        3
3708      -1        3
3709      -1        1
3710      -1        3
3711      -1        3
3712      -1        1
3713      -1        3
3714      -1        1
3715      14        1
3716      -2        3
3717      -1        3
3718      -1        3
3719      -1        3
3720      -1        3
3721      -1        5
3722      -1        5
3723      -1        3
3724      -2        3
3725      -1        3
3726      -1        3
3727      -2        1
3728      -2        1
3729      14        1
3730      -1        1
3731      -1        3
3732      -1        3
3733      -1        5
3734      -1        5
3735      -1        5
3736      -1        3
3737      -2        3
3738      -1        3
3739      -1        5
3740      -1        5
3741      -2        3
3742      -1        3
3743      -1        1
3744      -1        1
3745      -1        1
3746      -1        3
3747      -1        1
3748      -1        1
3749      -1        1
3750      -1        3
3751      -1        3
3752      -1        1
3753      -1        1
3754      -1        1
3755      -1        1
3756      -1        3
3757      -1        1
3758      -1        1
3759      -1        3
3760      -1        3
3761      -1        1
3762      -1        3
3763      -1        3
3764      -1        5
3765      -2        3
3766      -1        1
3767      -1        1
3768      -1        3
3769      -2        3
3770      -1        3
3771      -1        1
3772      -1        3
3773      -2        3
3774      -1        3
3775      -1        5
3776      -2        5
3777      -2        5
3778      -1        3
3779      -1        1
3780      -1        1
3781      -1        3
3782      -1        3
3783      -1        3
3784      -1        3
3785      -1        1
3786      -1        1
3787      -1        3
3788      -1        1
3789      -1        3
3790      -1        3
3791      -1        3
3792      -1        5
3793      -1        5
3794      -1        3
3795      -1        1
3796      -1        1
3797      14        1
3798      -1        3
3799      -1        1
3800      -1        1
3801      -1        1
3802      -1        3
3803      -1        3
3804      -1        1
3805      -1        1
3806      -1        3
3807      14        3
3808      -1        1
3809      -1        2
3810      -1        2
3811      -1        2
3812      -1        3
3813      -2        2
3814      -1        2
3815      -1        2
3816      -1        4
3817      -1        4
3818      -1        2
3819      -1        2
3820      -1        2
3821      14        2
3822      -1        4
3823      -1        4
3824      -1        5
3825      -1        3
3826      -1        3
3827      -1        3
3828      -1        3
3829      -1        3
3830      -1        3
3831      14        3
3832      -1        5
3833      -1        3
3834      -1        5
3835      -1        3
3836      -1        1
3837      -1        3
3838      -1        3
3839      -1        1
3840      -1        3
3841      -1        1
3842      14        3
3843      -1        2
3844      -1        2
3845      -1        2
3846      -1        2
3847      -1        2
3848      -1        2
3849      -2        4
3850      -1        4
3851      -1        4
3852      -1        2
3853      -1        2
3854      -1        4
3855      -1        6
3856      -1        4
3857      -1        4
3858      -1        4
3859      -1        4
3860      -1        2
3861      -1        2
3862      -1        2
3863      -1        4
3864      -1        2
3865      -2        2
3866      -1        3
3867      -1        3
3868      -1        3
3869      -2        1
3870      -1        1
3871      -1        1
3872      -1        1
3873      -2        3
3874      -1        4
3875      -1        2
3876      -1        2
3877      -1        4
3878      -1        4
3879      -1        4
3880      -1        2
3881      -1        2
3882      -1        2
3883      -1        4
3884      -1        4
3885      14        4
3886      -1        2
3887      -1        2
3888      -1        3
3889      -1        1
3890      -1        3
3891      -1        5
3892      -1        3
3893      -1        1
3894      -1        3
3895      -1        3
3896      -1        3
3897      -1        3
3898      -1        2
3899      -1        2
3900      14        2
3901      -1        2
3902      -1        2
3903      -1        2
3904      -1        2
3905      -1        2
3906      -1        2
3907      -1        2
3908      -2        2
3909      -1        2
3910      -1        4
3911      -1        4
3912      -1        4
3913      -1        3
3914      -1        3
3915      -1        3
3916      -1        3
3917      -1        3
3918      -1        5
3919      -1        5
3920      -1        3
3921      -1        3
3922      -1        2
3923      -1        4
3924      -1        4
3925      -1        4
3926      -1        4
3927      -1        4
3928      -1        5
3929      -1        4
3930      -1        4
3931      -1        4
3932      -1        4
3933      -1        2
3934      -1        2
3935      -1        2
3936      -1        4
3937      -1        2
3938      -1        2
3939      -1        2
3940      -1        2
3941      -1        2
3942      -1        2
3943      -1        1
3944      -1        3
3945      -1        2
3946      -1        4
3947      -1        3
3948      14        4
3949      -1        4
3950      -1        4
3951      -1        4
3952      -1        2
3953      14        2
3954      -1        2
3955      -1        2
3956      -1        2
3957      -2        2
3958      -1        1
3959      -1        3
3960      -1        3
3961      -1        3
3962      -1        1
3963      -1        3
3964      -1        1
3965      -1        2
3966      -1        2
3967      14        4
3968      -1        3
3969      -1        3
3970      -2        3
3971      -1        3
3972      -1        3
3973      -1        1
3974      -1        3
3975      -1        3
3976      14        4
3977      -1        2
3978      -1        2
3979      -2        2
3980      -1        3
3981      -1        3
3982      14        1
3983      -1        1
3984      -1        1
3985      -1        1
3986      -2        3
3987      -1        3
3988      -1        3
3989      -1        3
3990      -1        2
3991      -1        2
3992      -1        2
3993      14        2
3994      -1        3
3995      -1        3
3996      -1        3
3997      -1        3
3998      -1        3
3999      -1        2
4000      -1        4
4001      -1        3
4002      -1        3
4003      -1        3
4004      -1        5
4005      -1        6
4006      -1        4
4007      -1        4
4008      -1        4
4009      -2        2
4010      -1        2
4011      -1        1
4012      -1        1
4013      -2        1
4014      -1        3
4015      -1        3
4016      -1        3
4017      -1        3
4018      -1        4
4019      -1        2
4020      -1        4
4021      -1        2
4022      -1        2
4023      -1        2
4024      -1        1
4025      -1        3
4026      -1        3
4027      -1        3
4028      -1        3
4029      -2        3
4030      -1        3
4031      -1        3
4032      -1        3
4033      -1        3
4034      -1        1
4035      -1        1
4036      -1        1
4037      -1        1
4038      -1        1
4039      -1        3
4040      -1        1
4041      -2        3
4042      -1        3
4043      14        3
4044      -1        3
4045      -1        5
4046      -1        3
4047      -1        2
4048      -1        4
4049      14        2
4050      -1        3
4051      -1        5
4052      -1        3
4053      -1        5
4054      -1        3
4055      -1        1
4056      -1        3
4057      -1        1
4058      -1        3
4059      -1        3
4060      -1        3
4061      -1        3
4062      -1        1
4063      -1        3
4064      -1        3
4065      -1        2
4066      -1        4
4067      -1        2
4068      -1        1
4069      -1        1
4070      -1        2
4071      -1        2
4072      -1        2
4073      -1        2
4074      14        2
4075      -1        2
4076      -1        4
4077      -2        4
4078      -1        4
4079      -1        4
4080      -2        4
4081      -2        2
4082      -1        2
4083      -1        2
4084      -1        4
4085      -1        2
4086      -1        1
4087      -1        3
4088      -1        3
4089      -2        3
4090      -1        3
4091      -1        3
4092      -1        5
4093      -1        3
4094      -1        3
4095      -1        5
4096      14        5
4097      -1        3
4098      -1        5
4099      14        5
4100      -1        3
4101      -1        3
4102      -1        3
4103      -1        1
4104      -1        3
4105      -1        1
4106      -1        1
4107      -2        3
4108      -1        1
4109      -1        1
4110      -1        1
4111      -2        1
4112      -1        2
4113      14        2
4114      -1        2
4115      -1        2
4116      -1        2
4117      -2        2
4118      -1        2
4119      -1        2
4120      -1        2
4121      -1        2
4122      -1        2
4123      -1        2
4124      -1        2
4125      -2        2
4126      14        2
4127      -1        4
4128      -1        2
4129      -2        2
4130      -1        2
4131      -1        2
4132      -1        2
4133      -2        2
4134      -1        2
4135      -1        2
4136      -1        2
4137      -1        2
4138      -1        2
4139      -1        2
4140      -1        2
4141      14        2
4142      -1        2
4143      -1        4
4144      -1        4
4145      -1        2
4146      -1        2
4147      -1        2
4148      -1        2
4149      14        2
4150      -1        2
4151      -1        2
4152      -1        2
4153      -1        2
4154      -1        2
4155      -1        2
4156      -1        2
4157      14        2
4158      -1        2
4159      -1        2
4160      -1        2
4161      -1        2
4162      -1        2
4163      -1        4
4164      -1        4
4165      -1        2
4166      -1        2
4167      -1        2
4168      -2        2
4169      -1        4
4170      -1        2
4171      -1        2
4172      -1        2
4173      -1        4
4174      -1        2
4175      -1        4
4176      14        2
4177      -1        2
4178      -1        2
4179      -1        2
4180      -1        2
4181      -1        4
4182      -2        4
4183      -1        6
4184      -1        4
4185      -1        2
4186      -2        2
4187      -1        4
4188      -1        4
4189      -1        4
4190      -2        2
4191      -1        2
4192      -1        2
4193      -1        4
4194      -1        4
4195      -1        3
4196      -1        3
4197      -1        5
4198      14        3
4199      -2        1
4200      -1        3
4201      -1        3
4202      -1        1
4203      -2        1
4204      -1        1
4205      -1        1
4206      -1        3
4207      -1        4
4208      -1        6
4209      -1        4
4210      -1        4
4211      14        4
4212      -1        2
4213      -1        2
4214      -1        4
4215      -1        2
4216      -1        2
4217      -1        4
4218      -1        4
4219      -1        2
4220      -1        2
4221      -1        2
4222      -1        2
4223      -1        3
4224      -1        4
4225      -1        4
4226      14        2
4227      -1        2
4228      -1        3
4229      -1        3
4230      -1        3
4231      -1        3
4232      -1        1
4233      -2        3
4234      -1        3
4235      -1        1
4236      -1        1
4237      -2        2
4238      -1        2
4239      -1        4
4240      -1        4
4241      -2        2
4242      -1        2
4243      -1        2
4244      -1        1
4245      -1        3
4246      -1        3
4247      -1        3
4248      -1        4
4249      -1        4
4250      -1        4
4251      -1        4
4252      -1        3
4253      -1        1
4254      -1        1
4255      -1        2
4256      -1        2
4257      -1        3
4258      -1        2
4259      -1        2
4260      -1        2
4261      -2        2
4262      -1        3
4263      -1        3
4264      -1        3
4265      -2        2
4266      -1        4
4267      -1        4
4268      -1        5
4269      -1        3
4270      -1        3
4271      -1        3
4272      -1        3
4273      -1        3
4274      -1        1
4275      -1        3
4276      -1        3
4277      -1        1
4278      -1        3
4279      14        1
4280      -1        3
4281      -1        3
4282      -1        3
4283      -1        3
4284      -1        1
4285      14        3
4286      -1        5
4287      -1        4
4288      -1        5
4289      -1        3
4290      -1        3
4291      -1        1
4292      -1        1
4293      -1        1
4294      14        1
4295      -2        3
4296      -1        3
4297      -1        5
4298      -1        3
4299      -2        5
4300      -1        3
4301      -1        3
4302      -1        2
4303      -1        2
4304      -1        2
4305      -1        3
4306      -1        1
4307      -2        1
4308      -1        3
4309      14        1
4310      14        3
4311      -1        5
4312      -1        6
4313      -2        4
4314      -1        4
4315      14        4
4316      -1        4
4317      -1        4
4318      -1        4
4319      -1        4
4320      -1        4
4321      -1        4
4322      -1        4
4323      -2        2
4324      -1        2
4325      -1        2
4326      -1        4
4327      -2        4
4328      -1        2
4329      -1        3
4330      -1        4
4331      -1        2
4332      -1        2
4333      -1        2
4334      -1        4
4335      -1        3
4336      -1        3
4337      14        2
4338      -1        2
4339      -1        2
4340      -1        4
4341      -1        4
4342      -2        2
4343      14        2
4344      -1        2
4345      -1        1
4346      -1        1
4347      -2        1
4348      -1        2
4349      -1        2
4350      -1        2
4351      -1        2
4352      -1        2
4353      -1        2
4354      -1        2
4355      -2        4
4356      -1        2
4357      -1        2
4358      -1        2
4359      -1        2
4360      -1        2
4361      14        3
4362      -1        1
4363      -1        3
4364      -1        4
4365      -1        4
4366      -1        4
4367      -1        4
4368      -1        3
4369      -1        3
4370      -1        3
4371      14        3
4372      -1        4
4373      -1        2
4374      -1        2
4375      -2        2
4376      -1        2
4377      -1        4
4378      -1        2
4379      -1        2
4380      -1        4
4381      -1        3
4382      -2        1
4383      -1        3
4384      -1        3
4385      -1        3
4386      -2        5
4387      -1        3
4388      14        5
4389      -1        3
4390      -1        5
4391      -1        3
4392      -1        1
4393      -1        3
4394      -1        4
4395      -1        4
4396      -1        3
4397      -1        3
4398      -1        1
4399      14        3
4400      -1        3
4401      -1        3
4402      -1        3
4403      -1        1
4404      -1        1
4405      -1        3
4406      -1        3
4407      -1        5
4408      -1        3
4409      -1        3
4410      -1        3
4411      -1        5
4412      -1        3
4413      -1        3
4414      -1        3
4415      -1        3
4416      -1        5
4417      -1        3
4418      -1        3
4419      -1        3
4420      -2        3
4421      -1        3
4422      -1        3
4423      -1        5
4424      -2        3
4425      -1        3
4426      -1        1
4427      -1        1
4428      -2        3
4429      -1        3
4430      -1        3
4431      -1        3
4432      -1        3
4433      -1        3
4434      -1        3
4435      -1        5
4436      14        3
4437      -1        3
4438      -1        3
4439      -1        1
4440      -1        3
4441      -1        3
4442      -1        3
4443      -1        2
4444      -1        2
4445      -1        4
4446      -2        2
4447      14        2
4448      -1        2
4449      -1        4
4450      -1        4
4451      -1        4
4452      14        2
4453      -1        2
4454      -1        2
4455      -1        2
4456      -1        2
4457      -1        2
4458      -1        4
4459      -1        2
4460      -2        2
4461      -1        4
4462      -1        3
4463      14        3
4464      -1        3
4465      -1        3
4466      -1        3
4467      -1        3
4468      -1        3
4469      -2        3
4470      -1        3
4471      -1        1
4472      -1        3
4473      -1        3
4474      -1        3
4475      -1        3
4476      -1        5
4477      -1        5
4478      -1        3
4479      -1        3
4480      -1        3
4481      -1        3
4482      -1        5
4483      -1        5
4484      -1        3
4485      -1        3
4486      -1        3
4487      -1        3
4488      -1        3
4489      -1        3
4490      -1        5
4491      -1        5
4492      -1        3
4493      -1        3
4494      -1        3
4495      -1        5
4496      -1        3
4497      -1        3
4498      -1        1
4499      -1        1
4500      -1        1
4501      -1        3
4502      -1        1
4503      -1        1
4504      14        1
4505      -1        3
4506      -1        5
4507      -1        5
4508      -1        4
4509      -1        2
4510      -1        2
4511      -1        2
4512      -1        2
4513      -1        4
4514      -1        2
4515      -1        2
4516      -1        2
4517      -1        2
4518      14        2
4519      -1        4
4520      -1        3
4521      -2        1
4522      -1        3
4523      14        5
4524      -2        4
4525      -1        2
4526      -1        2
4527      -1        4
4528      -1        4
4529      -1        4
4530      -1        4
4531      -2        4
4532      -1        4
4533      14        4
4534      -1        4
4535      -1        4
4536      -1        4
4537      -1        4
4538      -1        4
4539      -1        5
4540      -1        3
4541      -1        1
4542      -1        1
4543      -1        3
4544      -1        3
4545      -1        3
4546      -1        3
4547      -1        3
4548      -2        3
4549      -1        3
4550      -1        3
4551      -1        3
4552      14        3
4553      -1        2
4554      -1        4
4555      -1        2
4556      -1        1
4557      -1        3
4558      -1        3
4559      -1        3
4560      -1        1
4561      -1        3
4562      -1        3
4563      -1        3
4564      -1        1
4565      -1        1
4566      -1        3
4567      -1        3
4568      -1        5
4569      -1        4
4570      -1        2
4571      -1        4
4572      14        2
4573      -1        4
4574      -1        2
4575      -1        2
4576      -2        3
4577      -1        3
4578      -1        1
4579      -1        1
4580      14        1
4581      -1        1
4582      -1        2
4583      -1        4
4584      -1        3
4585      -1        3
4586      -1        3
4587      -1        4
4588      -1        4
4589      -1        4
4590      -1        2
4591      -1        2
4592      -1        4
4593      -1        4
4594      -1        4
4595      -1        3
4596      -1        5
4597      -1        3
4598      -1        3
4599      -1        3
4600      -1        5
4601      -1        4
4602      -1        3
4603      -1        3
4604      14        3
4605      -1        3
4606      -1        3
4607      -1        3
4608      -2        2
4609      -1        4
4610      -1        4
4611      -1        2
4612      -1        2
4613      -1        2
4614      -1        2
4615      -1        2
4616      -1        1
4617      -2        3
4618      -1        3
4619      -1        3
4620      -1        3
4621      -2        4
4622      -1        4
4623      -1        2
4624      -1        3
4625      -1        3
4626      -1        3
4627      -1        3
4628      -1        5
4629      14        3
4630      -1        5
4631      -1        3
4632      -1        3
4633      -1        3
4634      -1        3
4635      -1        1
4636      14        1
4637      -1        3
4638      -1        3
4639      14        1
4640      -1        3
4641      -1        3
4642      -1        2
4643      -1        3
4644      -1        1
4645      -1        3
4646      -1        5
4647      -1        3
4648      -1        2
4649      -1        2
4650      -1        2
4651      -1        2
4652      -1        2
4653      -2        1
4654      -1        1
4655      14        1
4656      -1        2
4657      -1        2
4658      -2        3
4659      -1        3
4660      -1        3
4661      -1        5
4662      -1        3
4663      -2        3
4664      -1        3
4665      -1        3
4666      -1        4
4667      -1        4
4668      -1        2
4669      -1        2
4670      -1        2
4671      -1        4
4672      -1        2
4673      -1        2
4674      -2        2
4675      -1        2
4676      -1        4
4677      -1        2
4678      -2        4
4679      -1        4
4680      -1        2
4681      -1        2
4682      -1        4
4683      -1        4
4684      -1        4
4685      14        4
4686      -1        4
4687      -1        4
4688      -1        4
4689      -2        4
4690      -1        3
4691      -1        5
4692      -1        5
4693      14        4
4694      -1        3
4695      -1        3
4696      -1        3
4697      -1        3
4698      -1        1
4699      -1        3
4700      -1        1
4701      -1        3
4702      -1        3
4703      -2        3
4704      -1        3
4705      -1        4
4706      -2        3
4707      -2        3
4708      -1        1
4709      -1        1
4710      -1        2
4711      -1        2
4712      -1        2
4713      -1        4
4714      -1        3
4715      14        3
4716      -1        1
4717      -1        3
4718      -1        1
4719      -1        1
4720      -1        1
4721      14        1
4722      -2        3
4723      -1        3
4724      -1        3
4725      -1        3
4726      -1        3
4727      -1        4
4728      -1        4
4729      -1        4
4730      -1        2
4731      -2        2
4732      -1        2
4733      -1        2
4734      -1        2
4735      -1        2
4736      -1        2
4737      -1        2
4738      -1        2
4739      14        2
4740      -1        2
4741      -1        4
4742      -1        2
4743      -1        2
4744      -1        4
4745      -1        2
4746      -2        2
4747      -1        3
4748      -1        3
4749      -1        3
4750      -1        3
4751      -1        3
4752      -1        5
4753      -1        4
4754      14        4
4755      -1        2
4756      -1        2
4757      -1        2
4758      -1        2
4759      -1        4
4760      -2        4
4761      -1        4
4762      -1        2
4763      -1        2
4764      -1        2
4765      -1        2
4766      -1        4
4767      -1        4
4768      -1        2
4769      -1        2
4770      -1        2
4771      -1        2
4772      -1        2
4773      -1        2
4774      -1        2
4775      -1        1
4776      -1        1
4777      -1        3
4778      -1        1
4779      -1        2
4780      -1        2
4781      -1        2
4782      -1        4
4783      -1        2
4784      -1        4
4785      -1        2
4786      -1        2
4787      -1        1
4788      -1        3
4789      -1        1
4790      -1        1
4791      -1        1
4792      -1        3
4793      -2        3
4794      -1        3
4795      -1        5
4796      -1        5
4797      14        5
4798      -1        3
4799      -1        3
4800      -1        3
4801      -1        2
4802      -1        2
4803      -1        2
4804      -1        2
4805      -1        2
4806      -1        2
4807      -1        2
4808      -1        2
4809      -1        4
4810      -1        4
4811      -2        2
4812      -1        2
4813      -1        2
4814      -1        2
4815      -1        2
4816      -1        2
4817      -1        2
4818      -1        2
4819      -1        2
4820      -2        2
4821      -1        2
4822      -1        2
4823      -2        2
4824      -1        3
4825      -1        3
4826      -1        1
4827      -1        3
4828      -1        3
4829      -1        1
4830      -1        3
4831      -1        3
4832      -1        3
4833      -1        3
4834      -1        3
4835      -1        1
4836      -1        2
4837      -1        4
4838      -1        3
4839      -1        2
4840      -1        2
4841      -1        1
4842      -1        1
4843      -2        3
4844      -1        2
4845      -1        2
4846      -1        2
4847      -2        3
4848      -1        2
4849      -1        2
4850      -1        2
4851      -2        2
4852      -1        2
4853      -1        2
4854      -1        3
4855      -2        3
4856      -1        3
4857      -1        4
4858      -1        4
4859      -2        4
4860      -1        3
4861      -1        4
4862      -1        2
4863      -1        3
4864      -1        1
4865      -1        3
4866      -1        1
4867      -2        2
4868      -1        2
4869      -1        2
4870      -1        2
4871      -1        1
4872      -1        3
4873      -1        1
4874      -1        3
4875      -1        1
4876      -1        3
4877      -1        1
4878      -1        3
4879      -2        3
4880      -1        3
4881      -1        3
4882      14        3
4883      -1        3
4884      -1        1
4885      -1        3
4886      -1        2
4887      -1        2
4888      -1        2
4889      -1        3
4890      -1        1
4891      -1        1
4892      -1        3
4893      -1        3
4894      -1        3
4895      -1        3
4896      -1        3
4897      -1        3
4898      -1        1
4899      -1        3
4900      -1        1
4901      -1        1
4902      -1        3
4903      -1        3
4904      -1        5
4905      -1        4
4906      -1        6
4907      -1        4
4908      -1        2
4909      -1        2
4910      -1        2
4911      -2        2
4912      -1        2
4913      -1        3
4914      -1        4
4915      -1        4
4916      -1        4
4917      -1        4
4918      -2        2
4919      -1        4
4920      -1        3
4921      -1        4
4922      -1        6
4923      -1        4
4924      -1        4
4925      -1        2
4926      -2        4
4927      -1        2
4928      -1        2
4929      -1        2
4930      -1        2
4931      -1        2
4932      -1        1
4933      -1        3
4934      -1        3
4935      -1        5
4936      -1        5
4937      14        3
4938      -1        5
4939      -1        3
4940      -1        3
4941      -1        3
4942      -1        3
4943      -1        3
4944      -1        3
4945      -1        1
4946      -1        3
4947      -1        1
4948      -1        2
4949      -1        2
4950      -1        4
4951      -1        2
4952      -1        4
4953      -1        3
4954      -1        1
4955      -1        3
4956      -1        1
4957      -1        3
4958      -2        3
4959      -1        4
4960      -1        2
4961      -1        2
4962      -1        2
4963      -1        3
4964      -1        5
4965      -1        3
4966      -1        2
4967      -1        2
4968      -1        2
4969      -2        2
4970      -1        2
4971      -1        2
4972      -1        2
4973      -2        2
4974      -1        2
4975      -1        2
4976      -1        2
4977      -1        2
4978      -1        2
4979      -1        2
4980      -1        2
4981      -1        2
4982      -2        3
4983      -1        5
4984      -1        5
4985      -1        3
4986      14        1
4987      -1        3
4988      -1        3
4989      -1        1
4990      -1        1
4991      -1        3
4992      -1        1
4993      -1        1
4994      -1        1
4995      -1        3
4996      -1        1
4997      -2        3
4998      -1        3
4999      -1        3
